reviewerID	asin	overall	label	reviewTime	reviewText
13399	69	5.0	-1	2014-08-13	Breakfast here was amazing. John, the owner, came to talk to us and had great advice on what to do in Brooklyn. The food was good and they let you make adjustments as you please. Furthermore, the look and feel of the place are great! Would love to come back for a beer.
13400	69	5.0	-1	2014-07-27	My absolute favorite brunch in all of New York City!  I grew up in the south and the biscuits are fantastic here.  Try the Sandra and the Nette, but to be honest, you can't go wrong with anything on the menu.  On top of great food, the owners and staff are all really fantastic.  Small town feel in the middle of the big city, couldn't ask for more!
13401	69	5.0	-1	2014-06-18	The food is amazing, the folks are super friendly, and the place is adorable. I went with a group of friends and ate off all their plates. Everything was delicious. The biscuits with honey and jam were  superb, and I could have eaten my weight in Jezebel wings. We had a sampler plate that included pickles, tiny biscuits, and ham. I had no idea ham could be that tasty.
13402	69	5.0	1	2015-01-06	Great food, great service, great atmosphere! Had the shrimp and grits for breakfast/lunch and stayed warm all day despite the freak Brooklyn snowstorm outside. I'll be coming in for brunch this weekend for sure, cheese grits with shrimp covered w warm yumm it was life transforming I felt like 22 again in a different gender..... Don't ask.   Over all it's an awesome place in a cool neighborhood and you should check it out.
13403	69	2.0	1	2015-01-04	Came here today with super high expectations for two reasons- 1. Five stars on Yelp 2. The claim to have the best biscuits in NYC.  Well, I left underwhelmed and disappointed.  The biscuits are terrible. Dry, hard, tasteless  and butter-less. I'm not sure how or why these biscuits are considered delicious. I also left hungry. The chicken biscuit sandwich was way too small. There's nothing worse than leaving a restaurant still hungry after you finished your meal.  My date shared the same sentiments. He ordered a chicken biscuit and the open faced turkey sandwich. On the upside, I did enjoy the fried okra and the chicken on my biscuit was well seasoned and juicy. Also, our waiter and the young lady at the front of the house were welcoming and attentive. Unfortunately, I don't have any plans to return and most definitely not for the biscuits.
13404	69	5.0	1	2015-01-04	I'm a fan! The chicken steak brunch was perfection. Will definitely come back for more!
13405	69	4.0	1	2015-01-03	food was awesome. People were awesome. A little bit of a wait to just get us menus was kind of annoying and some pretty cramped quarters for sitting but you forget about all of that once you start eating that awesome food
13406	69	5.0	1	2015-01-02	Delicious biscuits with solid veggie options. We had mushroom gravy, collared greens, fried green tomatoes and grits - all of which were fantastic. Also dig the spicy jelly. And John and co. are super sweet and personable.
13407	69	2.0	1	2015-01-02	"I was really looking forward to coming and enjoying this new hot spot in South Williamsburg not only because of all the great reviews, but I used to live in the South and love love LOVE great biscuits. Unfortunately, my experience was sub-par. I came on NYE in the afternoon with a long time industry friend. We wanted to catch up and have some great food ( I had previously looked at the menu prior to coming.) When we got to the table, it took about 10 minutes for the waitress to come to the table. I was getting hungry, but was okay because the ambiance seemed nice and my friend was catching up with me. The waitress came to the table and brought a water bottle, but did not bring glasses. WE asked for coffee and ordered some appetizers immediately. She seemed perplexed and not happy to be in the cafe. The place was about half-full at this time, and the owner seemed to be there, but was only mildly helping. We had some veggies brought to the table as a welcome which was nice, but the veggies were all wilted and looked like they were rotting. We thought the color meant that they were pickled, but they definitely were not. The dip was very nice though. We had to ask for water glasses. The deviled eggs were awesome and different- which was nice. The fried green tomatoes were just blah, and the waitress gave us a suggestion to get a couple biscuits to share. I would not recommend sharing because when they came to the table the biscuits are really made for individuals and hard to cut. I ate the biscuits quickly because I was hungry, but they were not very good. I couldn't taste the ingredients in the biscuits. They also put like a grocery store mesculin mix on the biscuit which made it wilt and soggy. I hate when chefs put that on warm sandwiches- who thinks that tastes good?! Also, the food is prefaced that it is made by Texans, which is very different from Georgia, where I lived. The flavors are more savory and less sweet, salty, and spicy. I even did not like the honey mustard, and I love ALL mustard. The coleslaw that accompanied the meal was truly gross and tasteless. Very disappointing. When we were eating, the waitress had a couple come in, and she seemed mildly busy, but she was very intense with them saying something like, ""I'm busy right now. I'll be there in a second, okay?!"" She even made a party of three create their own table because the owner and waitress lacked communication to help set a table up for them. I'm not trying to get on the waitress, but it made the experience uncomfortable. Also, I despise having to pay with an iPad at the table. I have to give my tip there, and hand it right back to the waitress, and although I never give under 20% for service, I couldn't justify giving more than 17% today. Why do people in this industry think this is a good thing? The cafe is slow and comfortable. no need to rush paying at the table because it appears convenient to the guest. I'm willing to give this place another chance, but I'm completely baffled as to why people feel this place is amazing."
13408	69	5.0	1	2015-01-01	Cute and cozy. All the goodness of Southern cooking with emphasis on biscuits. The shrimps and grits is outstanding but everything is pretty darn good all around. I was there for dinner but it seems to be a good brunch place too. Another great spot by the bridge!
13409	69	5.0	1	2014-12-30	Worth every star! We came into Williamsburg on our last day in the city before headed back to California. As a born and bred Alabamian, I can tell you they nailed the Southern flavors! We tried the chicken biscuit, honey biscuit and the sausage gravy- all three were AWESOME! And the buttermilk ranch with the crudités was also a great touch. Highly recommend and a great find!
13410	69	5.0	1	2014-12-29	Great choice! you wont regret if you're into traditional food just be aware that you will also be surprised with a little twist of new flavors you wouldn't imagine they could be together so delicious. Jalapeño jello? yes it was delicious!
13411	69	5.0	1	2014-12-29	the food here is fantastic! everything is homemade and delicious time after time. the fried chicken and biscuits are always perfect and i love trying all of their offerings. their desserts are awesome too, especially the texas sheet cake. super friendly and homey feel that really makes you want to return.
13412	69	5.0	1	2014-12-28	Get ready because this will be long! Wow! I had high expectations for this place because of all the good reviews before me but wow!! Just wow! For a little backstory, I got engaged on Christmas day and my fiance and I wanted to do a quick celebration with close friends. As usual, I took to Yelp to find a new brunch spot that could accommodate a group of 12-15. I found BeeHive and immediately made a reservation for the next day (a Saturday). Well, it ended up that I had to change the reservation to Sunday because of some schedule changes, so Saturday morning I called BeeHive and explained my situation and was told I would get a call back in a few hours. I received a call within the hour from John. Let me just tell you, from that moment on, my fiance and I and our group were well taken care of! John made it known that they actually did not take reservations for brunch but was happy that I called because now he had a heads up that a large group would be coming. He even suggested a time for my group and I to gather and that he would do what he could to make us comfortable. Well, he did that and so much more! The moment I arrived, he came out to greet me and ensured that we would be seated soon. My group of about 15 was seated within about 15 min!! And that's mostly because we were waiting for a few more of my group to arrive. Now the food... well let's just say no one left hungry nor with a crumb on their plate! And these were some picky people!! The biscuits are amazing (I bought a bag to take home!), the pepper jam is to die for and the sausage gravy hits your savory spot HARD! A few in my group had the jezebel wings which were apparently delicious because I didn't even have time to ask for a bite! The deviled eggs were super tasty and the fried chicken was the perfect amount of salty and so perfectly juicy! Oh and the fried green tomatoes, the fried okra, and the prickly pear mimosa!!! Yumm! I can't wait to go back! Good thing I'm not too far! Ok I don't want to keep rambling on but just go here and give John a big hug because he is the sweetest man! The whole BeeHive crew was so warm and welcoming to us and for that I am super grateful! By the way, John co-owns BeeHive with his wife who is the chef (and who also came out to greet us!) and their daughter, Emily, is one of the servers! What a beautiful family they are! So many restaurants in Brooklyn, especially in Williamsburg but it's not often that you come across a more accommodating and friendly group of people! Just go!
13413	69	5.0	1	2014-12-28	Been here twice and both times have been great. John and his family are kind and attentive, the atmosphere is wonderful and the food is fantasic. Dined on my egg, bacon, pickled squash and honey biscuit to Frank Sinatra this morning and it was lovely.
13414	69	5.0	1	2014-12-27	Everything about this place is so special.  I like that it is intimate and cozy.  The staff, as others have mentioned is so kind and friendly, and not just the owners.  Though, they are too!   In particular, though, the food is amazing: every bite delicious- fried green tomatoes, deviled eggs, chicken fried steaks, grits  & shrimp... Yum, yum, yum, yum.  And don't get me started on the biscuits.... One other note- they were extremely kind and easy-going about kids.  Our 5- yr old twins are restaurant pros, but it still nice when restaurants go out of their way to talk to them.  In this case, let them look in the kitchen and told them about bees, gave them temporary tattoos, and generally made them feel welcome.   We will def plan another visit soon!
13415	69	3.0	1	2014-12-27	Really cute place with good service. Really delicious free vegetable platter with their ranch sauce. Ordered fried green tomatoes, as good as tomatoes can be. Got their jezebel wings which were really bad. The sauce tasted good, but the wings were really rubbery which means that its not as crispy as it can be and it was a bit undercooked as well. It was really hard to pull the wings apart and the meat was pink in certain areas. I fried over 10000 wings in my life being that my parents had a restaurant that specialized in wings so I think I have some credentials with wings. The waitress told me that they check the temperature which I believe but with wings the joint area always take longer and if the skin is rubbery, you must fry it for longer. A good wing is good enough to bite on the bones and suck the marrow out which would have been raw with these wings. Really great biscuits. Shrimp and grits were okay, basic tomato sauce and really small shrimps so its not worth the $15. These are frozen small shrimps that doesnt come with the tail so it's probably been pre peeled which are not good quality. At least they took the vein out, but as far as getting your moneys worth, it is not a dish you want to order. Besides the undercooked/under cripsy wings, and the poor shrimp quality, this is a good place.
13416	69	5.0	1	2014-12-27	I've been to this place many times. John and his wife are fantastic. Everything is made in house from scratch - the biscuits, jellies, fried chicken. Everything here is excellent and reasonably priced. Must try this place.
13417	69	5.0	1	2014-12-24	Took a friend from Florida to Williamsburg to show her around. Not many places were open since it is Christmas Eve. Fairly priced, this place got amazing mini-biscuits and really delicious and rich chicken potpie. The fried chicken steak has very special breadijg that adds a nice crunch. The vanilla pear marmalade is very impressive. Service was great - no complaints. Will come back here with others for sure.
13418	69	5.0	1	2014-12-20	Delicious food and some of the best service I've experienced in New York. Haven't met a group of staff that is nicer or more inviting in the city. The owner is as warm as he can be. You will leave feeling filled with comfort food and like you have found a new neighborhood spot.
13419	69	5.0	1	2014-12-20	My husband and I were looking to have breakfast and decided to drive to Brooklyn. On the way I found this place on yelp and after awesome ratings and comments we decided to check it out. After being a few minutes away we noticed they didn't open until 10a so we parked in front and waited 30 minutes for them to open. It was well worth the wait. The decor inside is beautiful, clean very much feels like Texas. The waitress was welcoming and very friendly. One of the owners Jon also greeted us at the end of meal and was very friendly. We started with their complimentary buttermilk ranch dressing and veggies and added deviled eggs. I ordered an egg & grits breakfast and my husband ordered a special eggs Benedict style breakfast with their home-made queso hollandaise sauce. To top it off we added their pumpkin biscuit with maple butter. A must try while it's still available! The food was delicious, decor beautiful & clean, service friendly & attentive.  We can't wait to return with our kids!
13420	69	5.0	1	2014-12-17	Very good biscuits! I loved the mushroom gravy. Nice little place, somewhat out of the way. Great atmosphere, great service.
13421	69	5.0	1	2014-12-17	Amazing fried chicken biscuits and really good chicken fried steak biscuit sandwiches! I suggest the lemonade apple cider heated
13422	69	5.0	1	2014-12-17	My wife and I spent a weekend in NYC and had brunch in Williamsburg twice. BeeHive Oven was one of the highlights of our trip. We arrived around noon last Sunday before heading to a Broadway show and then to the airport, so we had our bags with us. There was a slight wait, less than 30 minutes. One of the owners, John, offered us coffee and cider lemonade while we were waiting for a table, which was very much appreciated. He took the time to chat with me for a bit, and also pointed out a spot by the door where we could put our bags during our meal. We both love deviled eggs, so those were a must-have appetizer. I had the Tex Eggs Benedict, and Rose had the Build Your Own Biscuit Sandwich option. Everything was phenomenal! We had enough room to split a dessert, so we went with the fruit biscuit pudding, and it was a great way to finish the meal. We felt welcomed from the second we stepped in the door. Take the time to stop in here for a great Southern meal. You won't regret it!
13423	69	2.0	1	2014-12-13	This was OK. Service was pleasant but not friendly and the server forgot to enter one of our items. Price is not cheap for what you get. Brunch plates were not the size that is shown in the pictures on here. I arrived very hungry and left hungry, $12 for an appetizer portion. It also did not come with fresh orange like other reviews stated. The sausage gravy was very nice, but the biscuit was dry. If you are looking for an excellent biscuit I would go to Pies and thighs or Brooklyn Star, but in all honesty most places in the area are better than this.
13424	69	5.0	1	2014-12-13	An adorable little cafe run by two Texans, this is THE place to go for a biscuit.
13425	69	5.0	1	2014-12-11	This place has over 60 reviews and it's still 5 stars, and I know why! I went with a girlfriend  for brunch.  We both did the make-your-own buscuits option, had coffee, and shared a side of grits.  Holy hell.  Everything was ON POINT.  I was loving every bite and sip, and the sausage gravy was especially delicious.  We debated ordering dessert but were too stuffed - next time for sure.  My friend is from South Carolina and the owner talked to us for a bit - really nice guy.  I couldn't connect to their wifi from the posted sign, but I also didn't ask for help.  Will definitely be going back.
13426	69	5.0	1	2014-12-09	This restaurant was amazing. I had the nettie and the fried chicken/bacon/buttermilk combo was incredible. Service was great and so was the pear lemonade.
13427	69	5.0	1	2014-12-09	Simply put, this place is so good! The buttermilk biscuit is the best I've ever had. My favorite meal is the salad with homemade dill & buttermilk dressing and fried chicken on top with a biscuit on the side. Perfect lunch!
13428	69	5.0	1	2014-12-07	Recently stopped in to the BeeHive Oven and had an awesome meal (dinner) from start to finish: Veggie Plate w/ Homemade Buttermilk Dressing Deviled Eggs Fried Green Tomatoes Jezebel Wings The Nettie Shrimp & Grits Fruit Biscuit Pudding (order even if you're full) Staff was super attentive, friendly, and made you feel like you were at home. Plus, they had a nice little beer selection to pair with your biscuit sandwich and southern hospitality.
13429	69	5.0	1	2014-12-07	What a delightful place for brunch! The staff here is extremely friendly and welcoming. This small spot serves up Texas style food with special emphasis on biscuits. The host/greeter John mentioned the chef previously worked for the food network. I had the chicken biscuit and the cinnabun with caramel icing. Both were drop dead delicious. If you are looking for a cozy spot for brunch, this is the best place in town.
13430	69	5.0	1	2014-12-06	Oh My...... What a find. While searching for good eats with my family in Williamsburg, New York, we stumbled upon one of the Best restaurants we've ever encountered... And we eat out at a lot if places, all around the world! From amazing pear lemonade mimosas to homemade biscuits..... Homemade jams to chicken pot pie, every dish (and drink) was better than the last..... and the service by everyone including the owners was absolutely wonderful...... Welcoming, warm and helpful.  Great atmosphere, great company, great service, great food, great drinks.... We'll be back!!!  Thank you everyone for making this such an exciting adventure!!
13431	69	5.0	1	2014-11-30	What a great first experience at the Biscuit Cafe! Charles was our server and even while waiting on 3 other tables, he was still super attentive and friendly during our meal. We ordered the chicken wings to start and they were HUGE. Very juicy and the buttermilk sauce it came with was so delicious. Then built my own biscuit sandwich with fried chicken, fried green tomato, and honey. It was just the right serving size and I left feeling perfectly full. The highlight of our meal definitely had to be talking to the owner John. We ended up staying an extra hour sharing stories with him. John, thanks for the great meal and talk!!
13432	69	5.0	1	2014-11-25	A sweet Southern beauty with so much taste and class. The biscuits are divine. The style is so reminiscent of the South. It's quaint and charming. Go. You'll love it and chime to your friends about how cute it is.
13433	69	5.0	1	2014-11-25	Living in Williamsburg for over 6yrs, it's hard to keep up with the restaurant boom and all the new places popping up. I'm glad we ventured out to this place because what a gem! It was a quaint and lovely restaurant. As someone who loves fried chicken, I decided to try new foods that I've never had before and I was glad that I did! Fried green tomato with remoulade sauce (which was unreal) was a great starter! My meal consisted of chicken fried steak with grits, 2 sunny side up eggs, biscuit, and strawberry jam. The problem with this meal is that it has now set the bar extremely high if I decide to have chicken fried steak somewhere else! Everything was so flavorful that we can't wait to go back and try everything else. Usually when you land on a dish you love, you end up getting it over and over, but with Beehive, it seems like every table ordered something different because it's the kind of place where you really can't go wrong. The owner was friendly and involved. I'm sure beehive will prosper because of such great cooking and customer service. We look forward to coming back many times and eventually making it to their delicious lookin desserts.
13434	69	5.0	1	2014-11-25	YUMMMMMMMM! Their chicken biscuits are to die for. So crispy and delicious. I ordered the chicken biscuit with pimento! again, YUM! Def. recommend! I also ordered dessert. I had the chocolate cake. Not my fav, but it was still tasty and I didn't leave any bites, so that says something right?! The owner, John, is so nice too. He told me all about his and his family's story. As I can tell by the other reviews too, the owners really do make this restaurant a 5-star location. Wish I lived in the area so I could return. I wish I had more as I'm writing this review. YUM YUM :)
13435	69	5.0	1	2014-11-23	I have been here half a dozen times or so and I plan on going back many, many more times.  The first time I went, I ended up hanging out for about 3 and a half hours.  John and Treva are so nice and work very hard to remember faces and names.  They also will chat with you as long as they aren't busy which I love (Southern hospitality, ya'll).  Being from the south, I'm always getting a hankering for biscuits and gravy and fried okra... two things that can be tricky to find in the city.  Thankfully, Beehive has both!  Even though I love those two things, I always try to eat something different every time I go and haven't been let down yet.  The biscuit pudding is a meal in and of itself (I've had the plum, peach, and apple - all uh.maze.ing!) and is a must even if you have to pack it up and take it home.   It's started to get popular and busy and sometimes the service isn't always top notch but I've never had it be terrible.  Occasionally I've had to remind them about my fried okra order which I always get as a side.  I'm personally glad to see them doing so well and I hope their good fortune continues. I also love that they rotate their beers on tap.  Between that and the food, they get a 5-star rating from me.  The decor is pretty great too (the bathroom decor is hands down the best though.  It's my favorite bathroom in the city and you should definitely go wash your hands or something).  They are also starting to expand their menu and I'm excited to see what the future holds.  Definitely give them your business and meet John and Treva if they are around.   Good people, good food, good times.  A++.
13436	69	5.0	1	2014-11-23	This place is so great! Went for brunch, had the chicken fried steak and eggs. So delicious. The biscuits are really good too. Can't wait to go back for the chicken fried steak dinner :) The best thing about all of it is there was no obnoxious two hour wait to sit down. We walked right in. The staff was very friendly. Go to this place!!! You will be so happy.
13437	69	5.0	1	2014-11-22	Amazing. Stopped by tonight and John the owner took care of my group of 7. He was so helpful and welcoming. The atmosphere was great and the food was amazing. The entire group had different biscuit sandwiches, which we all loved, and couldn't stop talking about. I got the Nettie, the buttermilk dressing with the fried chicken was perfection. And for dessert everyone who comes here needs to have the hummingbird cake. You won't regret it.
13438	69	5.0	1	2014-11-19	"So glad this Smorgasburg hit opened its first brick and mortar biz right across the street from my house. You can often smell the fresh baked goodness right from the street. I came here with my guy, who ordered the shrimp and grits with a fruit salad on the side. Was his pick as tasty as it was colorful? Indeed. As for me, I had to order a biscuit from a place that bills itself as a ""biscuit cafe"" (really, it's on a handpainted sign outside). The Moselle biscuit is all your soul food faves served on a buttery gold biscuit: fried chicken, collard greens, fried egg, and hot sauce. The crisp apple raisin slaw is a notch above your standard cole slaw. If you're thirsty, try the prickly pear lemonade, which is just the right amount of sweet, despite its name. I will be returning to sample each menu item, even if I have to come alone. With its shabby rustica decor and cozy ambiance, Bee Hive Oven is the kind of eatery that invites you to linger awhile, especially now that the weather's getting chilly out!"
13439	69	5.0	1	2014-11-16	Went there today for brunch and it was amazing! The couple that own it are also super sweet and really engaged in the customer service. As far as the food, I've been searching for a tasty biscuits and gravy and this place delivers. Oh! The red velvet cake was awesome too. Support this new little restaurant.
13440	69	5.0	1	2014-11-15	Warm, low-key atmosphere. Best southern food in the neighborhood. Came here with a group of 7 girls on a busy Friday night and the service was still top notch.
13441	69	4.0	1	2014-11-14	"Update on 11/15 (Original review on 11/14) After my original yelp review the owner reached out to me directly.  He was committed to understanding what happened and to finding a resolution to my concerns.  You can't ask for more from an owner or manager.  He cares about his customers!   After looking at reviews on yelp and seeing the five star rating, I decided to venture out to check out Bee Hive for dinner.   What did I order: 1.  Deviled Eggs - 2 2.  The Sandra 3.  Red Velvet Cake Verdict 1.  Deviled Eggs - Very good!  Perfect balance of ingredients. Recommend ordering these. 2.  The Sandra - Also very good.  Great flavor.  The biscuit was wonderful and I am speaking from growing up in the South.  The combination of the biscuit, gravy, and egg made for a delicious and comforting meal. 3.   Red Velvet Cake - When I ordered I asked how fresh the cake was and was told they are made at the restaurant. Not quite an answer to my question but I felt it would be worth the risk so I ordered a slice to go.  HUGE mistake - The cake was so dry.    I called the restaurant and mentioned the cake was very dry and the lady who answered the phone said ""I don't think we have a return policy on cake"".  That was it.  No offer to refund.  No offer to provide a new slice.  Nada. All in all the food was great!.  If you are in the mood for a biscuit or biscuit sandwich I would go to Bee Hive!  The service left a lot to be desired, but I am positive the owner will work with his staff on how to handle issues when they are brought up by customers."
13442	69	4.0	1	2014-11-11	Nice addition to the hood. The biscuits sandwiches are delicious and reasonably priced. I also love that it comes with a complimentary starter plate of veggies. The owner John was lovely as well. There is nothing better than spending money at an establishment whose management really makes an effort to take time to talk to his customers.
13443	69	4.0	1	2014-11-08	A near perfect experience. As a Southern expat, there's a lot of foods I miss living in NYC. (This city does NOT have queso - how is that?) Biscuits are hard to come by in the city, so when we saw this place was nearby a show we were going to later, we decided to check it out. I was impressed right away with the quirky Southern decor. It was charming without seeming cheesy - lots of colanders and wood. Our waiter was AWESOME. I think his name was Charlie? He was very attentive and friendly. The boy and I each got custom biscuit sandwiches with a side of mashed potatoes. He got fried chicken and honey, while I got bacon and pimento cheese. The biscuit was $7 and the mashed potatoes were $4. We split a piece of Chocolate Birthcake for about $6. Everything was really yummy. The pimento cheese was slathered on the way I like it, and the biscuit was the just the right amount of crumbly. The cake is rich, so definitely split it with someone else. My biggest complaint - and what keeps his place from getting 5 stars - is how teeny the biscuit sandwich was. Where I'm from (NC), our biscuit sandwiches are monstrous things that will fill you. This was smaller than the palm of my hand and could probably be eaten in two big bites. I felt a little cheated for $7. On the other hand, you get a nice portion of mashed potatoes for $4, so that helps. I'll definitely be back to the Beehive Biscuit Cafe, but not as much as if the biscuits were a few dollars cheaper or a little bit bigger.
13444	69	5.0	1	2014-11-08	The owner (John) was wonderful to our party. We called ahead and they were able to accommodate a large group in a matter of minutes! The food was DELICIOUS and the service was fantastic. We will be back!
13445	69	5.0	1	2014-11-08	I came here at 10:30 on a Saturday--no wait right off of the bat, which was awesome, although the place quickly filled up as I was eating.  I was instantly greeted & sat at a cute little spot by the window.   My service overall was amazing--my server was super attentive and helpful; she clearly enjoyed working there.  The owner, John, also introduced himself-- this is a man who takes pride in what he does and knows his breakfasts!! I was torn between several menu items but decided in the end to build my own biscuit.  The fried chicken was crispy & delicious, the gravy was light & flavorful, and the biscuit was buttery heaven.  The portion was perfectly sized and a great value for the price. I also recommend the prickly pear mimosa.  It was tart & the most beautiful shade of pale pink. My only regret about my experience here is that I didn't take a bag of pumpkin biscuits to go!
13446	69	5.0	1	2014-11-07	It's been weeks and I'm still thinking about the warm biscuits with pear jam. This place is where I want to be every Sunday with a hot coffee eating a great breakfast. A truly delicious and unique addition to Williamsburg and NYC as a whole.
13447	69	5.0	1	2014-11-03	I'm always hesitant to dole out great recos to local gems, but this place deserves an inflow of business. The food is so authentic, delicious, well-priced and homey. The service is down-to-earth.  They take the extra mile from the owner down. The atmosphere is everything you'd want. Really happy to have them in the 'hood.
13448	69	5.0	1	2014-11-02	The owners are always there and treat every customer like family. The food is very fresh, the store actually closes twice a week so the staff can work on making fresh jams and biscuit mix from scratch. It would be tough to order something you didnt enjoy here, and the food options are simple enough to not bother recommending something specific. As far as the drinks, im a fan of the mint infused lemonade, but if that sounds too sugary, the mint tea is pretty great as well.
13449	69	5.0	1	2014-10-31	The service and the friendliness of the owner and staff is impeccable. You can't find this kind of Southern charm anywhere but the South, so this is a GEM! The food is wonderful and they cater to vegetarians as well. I love their fried green tomatoes, mushroom gravy biscuits, homemade sweet tea, house made buttermilk ranch dressing, and the care they really take in the quality of their food. I've been here several times with my roommate and the owner always comes up to chat with us and makes us feel super welcome. They deserve five stars all the way! Keep being awesome guys!
13450	69	5.0	1	2014-10-29	Had the 'Nettie' chicken and biscuit sandwich. The fried chicken was the best I've had in recent memory, and the creamy sauce and bacon were delicious. Looking forward to trying more.
11064	69	3.0	1	2014-10-26	5 stars for their amazing service- incredible waitstaff!!!! 1 star for their food. This was such a disappointment. When you walk in and get your seat, you look up above you and you see that ole' lone star flag hanging. Your hopes are high, you salivate thinking of the delicious biscuits ahead........ Sadly, expectations are simply not met here at BeeHive. My wife ordered a biscuit with collards and an egg. I ordered a biscuit with fried chicken, bacon, and cheddar. Both sound delicious right? They really weren't. The biscuits are so small. I've probably baked 2,000-3,000 biscuits in my life (Native Arkansan, half Texan) I've never baked such dried out discs that Beehive calls biscuits. Both of our biscuits were bone dry, almost dissolving in our hands when we picked up our biscuits, such a let down. The fried chicken was fine, not bad, but not great either. Both of us were hungry after our biscuits. We opted for a dessert, hoping it might salvage our experience. No bones there either. We ordered a chocolate layer cake. The problem- in between the chocolate cake were layers of cream cheese. Very weird, very weird. Their service is amazing, amongst the best I've had in Brooklyn. But, their food is an utter letdown, don't let any flags, catchy names, or anything else fool you. We won't be back, because I can bake better biscuits any day in my own oven.
13451	69	5.0	1	2014-10-25	This place is great!  Amazing food, pleasant and attentive service! Waiter was courteous, always making sure we were comfortable.  He made some recommendations that were spot on. Really liked the decor.  It has a Southern feel (they're from Texas), but it's not gimmicky.  Just feels homey.  Not intimidating, low key but not low maintenance. Food: Chicken wings - tangy, sweet, and a tinge of spice.  It melted in our mouths.  Only regret is we got the small (3) instead of the large (6).  Would definitely get again. Moselle chicken sandwich - its a chicken sandwich with egg.  Loved it.  Prob my favorite dish.  Chicken was really tender, possibly the most tender chicken I've had in the city (and we've tried many a places).  The egg yolk made for a perfect complement. Nettie chicken sandwhich - wifey liked this one more. Not as juicy but really crispy, which I also like.  Only downside is the biscuit was a bit hard, but it didn't detract from the taste. Biscuit bread pudding - they mix day old biscuit with seasonal fruit pudding (we had apple since its in season).  Man this was awesome...never had anything like it before.  Perfect combination of crispy soft biscuit with sweet syrupy fruit pudding.  Only suggestion would be to add some ice cream.  We mentioned this to the owner who we conversed with throughout the night; he said to stay tune because once he gets an ice cream license, he'll be adding store made ice cream to this and other dishes (but it'd be in his secret menu!). The owner John talked to us intermittently throughout our whole dinner, really friendly guy.  Also made us feel at home and always asked if we needed anything.  The service was top notch.  He also told us his story of how he moved here from Texas, fell in love with the city, wife taking culinary classes, and them opening up the restaurant when he got tired of working for Apple.  Living the dream! Overall, awesome food in a low key, friendly environment.  Will definitely be coming back and recommending to others!
13452	69	2.0	1	2014-10-19	Let me start by saying that the food is amazing and if I were judging solely on the food, I'd give it five stars. The service, however, is another story. I've been here three times, and each time (with different servers), the wait has been excruciatingly long and my order was delivered wrong. Most recently, I ordered a pumpkin biscuit (the pumpkin biscuits are mindblowing btw), but was disappointed to be delivered a regular biscuit. Our server was nice, kind, and accommodating but ultimately incompetent. This may be a reflection of the fact that beehive oven is less than six months old and is still finding its sweet spot. I feel bad giving it two stars but I feel like the terrible service really needs to be acknowledged.
13453	69	5.0	1	2014-10-18	You must go here. It's delicious. You won't regret it. Decent prices, usually good service. Never a wait. A million times better than pies and thighs.
13454	69	5.0	1	2014-10-02	As a New Yorker from Texas, I can honestly say this food is real and good! Evidence the chicken fried steak.  The owners are genuinely nice, the place is clean, design is pleasing and the food is worth a trip from Manhattan.  I'll be back to try the red velvet cake and the chilequiles for brunch ASAP!
13455	69	5.0	1	2014-09-28	As a southern girl, I'm always in the hunt for good southern-style restaurants in the city. This place hit the spot! I went for bunch and was greeted by John and his wife. They are both lovely and make you feel really welcome. Their food is incredible- I ordered biscuits and gravy, grits, bacon, and eggs and they were all delicious. I'll definitely be coming back!
13456	69	5.0	1	2014-09-25	Beehive Oven is AMAZING. Went in for dinner last night and to schedule catering for breakfast for the morning after my wedding. Treva and everyone were so incredibly helpful in letting me taste different things to figure out what I wanted, quantity etc. Everyone was just so warm and extremely helpful! Super excited to work with these folks! Also dinner was KILLER we had the fried green tomatoes, a beesting (kolsch with st. germaine, tea, and orange), a moselle biscuit (collard green, egg and fried chicken), and the chicken fried steak special with corn. It was an insane amount of food but so delicious! Will definitely be making this a regular stop!
13457	69	5.0	1	2014-09-24	My fiance and I had an impromptu date night in Williamsburg and happened upon this amazing spot. I'm not even sure where to begin. The decor is quaint and sweet. I later found out that John, one of the owners was responsible for the beautiful paintings. His wife, Treva(hope I'm not misspelling her name), the other owner and executive chef, was our server. She was great at recommending dishes for us and overall had such a pleasant disposition. The food was great and there are so many more things we plan to try the next time we go back. If you have a sweet tooth, the hummingbird cake and biscuit bread pudding are a MUST! John, Treva and their staff are a huge part of what make this place so great. You clearly see their passion and investment into cooking great food and creating a welcoming environment for all their patrons. Please check out this place if you want a filling-feel-good time!
13458	69	5.0	1	2014-09-23	The second we entered and were greeted we knew we made the right choice. We felt so home the whole time. Besides the amazing staff, the food was mind blowing. We both had kick started brunch which has changed my opinion of breakfast forever. The eggs were exactly as I asked for (same for my friend), the bacon was crispy and tasty making us to want so much more. And the biscuits, omg the biscuits... They are made of love and bring continuous smile to your face. We will definitely return! Also loved the design and atmosphere of the place. Can't wait to visit again! Hugs John and everyone! (See the pic of John amongst the pics, he is so lovely)
13459	69	5.0	1	2014-09-21	Great decor; the place feels straight out of Louisiana (or maybe Austin, given the Texas flag). The biscuits are awesome, and brunch comes with nice touches like fresh-squeezed orange juice.
